lon,lat,year,pdsi
-90.75,41.25,1656,-1.01
-90.75,41.25,1657,-2.086
-90.75,41.25,1658,-3.603
-90.75,41.25,1659,-1.664
-90.75,41.25,1660,-0.018
-90.75,41.25,1661,-0.441
-90.75,41.25,1662,-0.299
-90.75,41.25,1663,-0.034
-90.75,41.25,1664,-2.509
-90.75,41.25,1665,-4.269
-90.75,41.25,1666,-2.422
-90.75,41.25,1667,-1.362
-90.75,41.25,1668,-0.804
-90.75,41.25,1669,3.12
-90.75,41.25,1670,-2.15
-90.75,41.25,1671,-0.157
-90.75,41.25,1672,0.97
-90.75,41.25,1673,1.145
-90.75,41.25,1674,0.852
-90.75,41.25,1675,1.181
-90.75,41.25,1676,1.007
-90.75,41.25,1677,1.146
-90.75,41.25,1678,2.108
-90.75,41.25,1679,0.874
-90.75,41.25,1680,0.125
-90.75,41.25,1681,0.013
-90.75,41.25,1682,-0.707
-90.75,41.25,1683,0.987
-90.75,41.25,1684,1.813
-90.75,41.25,1685,-1.032
-90.75,41.25,1686,0.348
-90.75,41.25,1687,-0.07
-90.75,41.25,1688,0.285
-90.75,41.25,1689,-2.354
-90.75,41.25,1690,1.993
-90.75,41.25,1691,0.399
-90.75,41.25,1692,-0.088
-90.75,41.25,1693,-1.639
-90.75,41.25,1694,3.172
-90.75,41.25,1695,2.246
-90.75,41.25,1696,-0.953
-90.75,41.25,1697,-3.23
-90.75,41.25,1698,-3.846
-90.75,41.25,1699,-2.071
-90.75,41.25,1700,-0.329
-90.75,41.25,1701,0.958
-90.75,41.25,1702,-1.283
-90.75,41.25,1703,-1.761
-90.75,41.25,1704,-2.466
-90.75,41.25,1705,-2.019
-90.75,41.25,1706,0.289
-90.75,41.25,1707,2.604
-90.75,41.25,1708,-1.627
-90.75,41.25,1709,0.713
-90.75,41.25,1710,-0.121
-90.75,41.25,1711,0.73
-90.75,41.25,1712,-0.233
-90.75,41.25,1713,0.141
-90.75,41.25,1714,0.872
-90.75,41.25,1715,2.253
-90.75,41.25,1716,1.854
-90.75,41.25,1717,0.173
-90.75,41.25,1718,-2.937
-90.75,41.25,1719,0.079
-90.75,41.25,1720,0.404
-90.75,41.25,1721,-3.249
-90.75,41.25,1722,0.252
-90.75,41.25,1723,0.539
-90.75,41.25,1724,-3.034
-90.75,41.25,1725,-0.588
-90.75,41.25,1726,0.621
-90.75,41.25,1727,0.675
-90.75,41.25,1728,-0.28
-90.75,41.25,1729,2.07
-90.75,41.25,1730,1.521
-90.75,41.25,1731,-0.796
-90.75,41.25,1732,2.654
-90.75,41.25,1733,1.083
-90.75,41.25,1734,-1.356
-90.75,41.25,1735,-1.502
-90.75,41.25,1736,-5.538
-90.75,41.25,1737,-2.767
-90.75,41.25,1738,0.412
-90.75,41.25,1739,0.743
-90.75,41.25,1740,1.326
-90.75,41.25,1741,1.672
-90.75,41.25,1742,-0.601
-90.75,41.25,1743,-3.164
-90.75,41.25,1744,-2.268
-90.75,41.25,1745,2.75
-90.75,41.25,1746,0.084
-90.75,41.25,1747,1.61
-90.75,41.25,1748,-1.14
-90.75,41.25,1749,-2
-90.75,41.25,1750,1.145
-90.75,41.25,1751,0.451
-90.75,41.25,1752,-2.177
-90.75,41.25,1753,-3.245
-90.75,41.25,1754,0.014
-90.75,41.25,1755,-0.435
-90.75,41.25,1756,1.717
-90.75,41.25,1757,-1.414
-90.75,41.25,1758,-1.44
-90.75,41.25,1759,1.366
-90.75,41.25,1760,-0.877
-90.75,41.25,1761,0.88
-90.75,41.25,1762,0.579
-90.75,41.25,1763,0.928
-90.75,41.25,1764,1.883
-90.75,41.25,1765,0.565
-90.75,41.25,1766,3.062
-90.75,41.25,1767,0.027
-90.75,41.25,1768,1.608
-90.75,41.25,1769,2.696
-90.75,41.25,1770,0.359
-90.75,41.25,1771,-0.426
-90.75,41.25,1772,-3.977
-90.75,41.25,1773,-3.48
-90.75,41.25,1774,-2.526
-90.75,41.25,1775,1.565
-90.75,41.25,1776,-0.242
-90.75,41.25,1777,0.473
-90.75,41.25,1778,-0.287
-90.75,41.25,1779,1.788
-90.75,41.25,1780,0.749
-90.75,41.25,1781,4.361
-90.75,41.25,1782,2.104
-90.75,41.25,1783,0.536
-90.75,41.25,1784,-0.619
-90.75,41.25,1785,-1.519
-90.75,41.25,1786,-0.874
-90.75,41.25,1787,0.709
-90.75,41.25,1788,0.992
-90.75,41.25,1789,-1.181
-90.75,41.25,1790,-0.558
-90.75,41.25,1791,-0.633
-90.75,41.25,1792,-0.062
-90.75,41.25,1793,0.924
-90.75,41.25,1794,0.432
-90.75,41.25,1795,2.134
-90.75,41.25,1796,0.911
-90.75,41.25,1797,2.838
-90.75,41.25,1798,0.41
-90.75,41.25,1799,-2.551
-90.75,41.25,1800,-5.401
-90.75,41.25,1801,-2.445
-90.75,41.25,1802,2.762
-90.75,41.25,1803,-2.637
-90.75,41.25,1804,-1.332
-90.75,41.25,1805,1.759
-90.75,41.25,1806,0.848
-90.75,41.25,1807,1.915
-90.75,41.25,1808,-0.416
-90.75,41.25,1809,-1.772
-90.75,41.25,1810,-0.144
-90.75,41.25,1811,1.878
-90.75,41.25,1812,-0.349
-90.75,41.25,1813,-0.932
-90.75,41.25,1814,2.68
-90.75,41.25,1815,0.999
-90.75,41.25,1816,-4.692
-90.75,41.25,1817,-0.72
-90.75,41.25,1818,-1.191
-90.75,41.25,1819,-0.453
-90.75,41.25,1820,-3.589
-90.75,41.25,1821,-3.066
-90.75,41.25,1822,-0.33
-90.75,41.25,1823,-0.794
-90.75,41.25,1824,0.725
-90.75,41.25,1825,-0.465
-90.75,41.25,1826,-1.694
-90.75,41.25,1827,1.162
-90.75,41.25,1828,2.551
-90.75,41.25,1829,-3.386
-90.75,41.25,1830,0.048
-90.75,41.25,1831,0.812
-90.75,41.25,1832,0.571
-90.75,41.25,1833,0.681
-90.75,41.25,1834,-0.692
-90.75,41.25,1835,0.251
-90.75,41.25,1836,-0.013
-90.75,41.25,1837,1.603
-90.75,41.25,1838,-1.828
-90.75,41.25,1839,-2.885
-90.75,41.25,1840,1.007
-90.75,41.25,1841,-0.91
-90.75,41.25,1842,0.688
-90.75,41.25,1843,0.655
-90.75,41.25,1844,2.148
-90.75,41.25,1845,0.448
-90.75,41.25,1846,-1.161
-90.75,41.25,1847,-1.427
-90.75,41.25,1848,-1.526
-90.75,41.25,1849,1.208
-90.75,41.25,1850,-0.399
-90.75,41.25,1851,2.914
-90.75,41.25,1852,0.898
-90.75,41.25,1853,-0.211
-90.75,41.25,1854,2.188
-90.75,41.25,1855,-0.912
-90.75,41.25,1856,-2.72
-90.75,41.25,1857,-3.028
-90.75,41.25,1858,-0.847
-90.75,41.25,1859,0.674
-90.75,41.25,1860,-1.729
-90.75,41.25,1861,-0.288
-90.75,41.25,1862,2.966
-90.75,41.25,1863,0.188
-90.75,41.25,1864,-1.934
-90.75,41.25,1865,-1.456
-90.75,41.25,1866,0.806
-90.75,41.25,1867,-0.253
-90.75,41.25,1868,-1.681
-90.75,41.25,1869,3.053
-90.75,41.25,1870,-2.186
-90.75,41.25,1871,-2.834
-90.75,41.25,1872,-0.434
-90.75,41.25,1873,-0.754
-90.75,41.25,1874,-4.451
-90.75,41.25,1875,-0.813
-90.75,41.25,1876,1.264
-90.75,41.25,1877,0.682
-90.75,41.25,1878,1.191
-90.75,41.25,1879,-0.158
-90.75,41.25,1880,0.982
-90.75,41.25,1881,1.12
-90.75,41.25,1882,4.21
-90.75,41.25,1883,3.63
-90.75,41.25,1884,2.376
-90.75,41.25,1885,2.566
-90.75,41.25,1886,-0.035
-90.75,41.25,1887,-3.035
-90.75,41.25,1888,-0.979
-90.75,41.25,1889,2.12
-90.75,41.25,1890,-0.53
-90.75,41.25,1891,-0.901
-90.75,41.25,1892,3.65
-90.75,41.25,1893,0.973
-90.75,41.25,1894,-3.51
-90.75,41.25,1895,-5.074
-90.75,41.25,1896,-0.322
-90.75,41.25,1897,3.369
-90.75,41.25,1898,2.026
-90.75,41.25,1899,-0.008
-90.75,41.25,1900,-1.568
-90.75,41.25,1901,-2.863
-90.75,41.25,1902,0.804
-90.75,41.25,1903,3.48
-90.75,41.25,1904,3.445
-90.75,41.25,1905,1.382
-90.75,41.25,1906,-0.144
-90.75,41.25,1907,2.93
-90.75,41.25,1908,2.859
-90.75,41.25,1909,2.981
-90.75,41.25,1910,-1.162
-90.75,41.25,1911,-3.783
-90.75,41.25,1912,2.525
-90.75,41.25,1913,-0.338
-90.75,41.25,1914,-3.86
-90.75,41.25,1915,2.297
-90.75,41.25,1916,3.642
-90.75,41.25,1917,1.347
-90.75,41.25,1918,-2.138
-90.75,41.25,1919,-0.594
-90.75,41.25,1920,0.178
-90.75,41.25,1921,-0.49
-90.75,41.25,1922,0.21
-90.75,41.25,1923,-0.118
-90.75,41.25,1924,3.656
-90.75,41.25,1925,-1.061
-90.75,41.25,1926,-2.319
-90.75,41.25,1927,1.22
-90.75,41.25,1928,3.964
-90.75,41.25,1929,0.847
-90.75,41.25,1930,-1.191
-90.75,41.25,1931,-4.27
-90.75,41.25,1932,0.139
-90.75,41.25,1933,-0.362
-90.75,41.25,1934,-5.725
-90.75,41.25,1935,2.527
-90.75,41.25,1936,-2.406
-90.75,41.25,1937,-0.506
-90.75,41.25,1938,1.302
-90.75,41.25,1939,-0.894
-90.75,41.25,1940,-3.488
-90.75,41.25,1941,-2.047
-90.75,41.25,1942,1.513
-90.75,41.25,1943,0.512
-90.75,41.25,1944,-1.003
-90.75,41.25,1945,3.074
-90.75,41.25,1946,0.14
-90.75,41.25,1947,1.033
-90.75,41.25,1948,-1.998
-90.75,41.25,1949,-0.049
-90.75,41.25,1950,1.528
-90.75,41.25,1951,4.093
-90.75,41.25,1952,1.912
-90.75,41.25,1953,0.588
-90.75,41.25,1954,-2.164
-90.75,41.25,1955,-0.29
-90.75,41.25,1956,-3.448
-90.75,41.25,1957,0.828
-90.75,41.25,1958,1.398
-90.75,41.25,1959,-0.525
-90.75,41.25,1960,1.516
-90.75,41.25,1961,1.227
-90.75,41.25,1962,1.96
-90.75,41.25,1963,-1.834
-90.75,41.25,1964,-1.322
-90.75,41.25,1965,0.36
-90.75,41.25,1966,-0.548
-90.75,41.25,1967,-1.675
-90.75,41.25,1968,-1.571
-90.75,41.25,1969,1.398
-90.75,41.25,1970,-0.219
-90.75,41.25,1971,-1.448
-90.75,41.25,1972,-1.756
-90.75,41.25,1973,3.306
-90.75,41.25,1974,4.164
-90.75,41.25,1975,3.098
-90.75,41.25,1976,1.386
-90.75,41.25,1977,-4.524
-90.75,41.25,1978,1.45
-90.75,41.25,1979,0.178
-90.75,41.25,1980,0.042
-90.75,41.25,1981,1.962
-90.75,41.25,1982,2.824
-90.75,41.25,1983,-0.137
-90.75,41.25,1984,0.728
-90.75,41.25,1985,-1.12
-90.75,41.25,1986,1.409
-90.75,41.25,1987,-1.471
-90.75,41.25,1988,-3.836
-90.75,41.25,1989,-4.378
-90.75,41.25,1990,3.477
-90.75,41.25,1991,-1.473
-90.75,41.25,1992,0.25
-90.75,41.25,1993,6.141
-90.75,41.25,1994,0.338
-90.75,41.25,1995,1.161
-90.75,41.25,1996,1.274
-90.75,41.25,1997,0.028
-90.75,41.25,1998,2.127
-90.75,41.25,1999,1.72
-90.75,41.25,2000,0.721
-90.75,41.25,2001,0.9
-90.75,41.25,2002,1.877
-90.75,41.25,2003,-0.715
-90.75,41.25,2004,0.749
-90.75,41.25,2005,-2.274
-90.75,41.75,1600,-1.157
-90.75,41.75,1601,1.86
-90.75,41.75,1602,0.861
-90.75,41.75,1603,-0.2
-90.75,41.75,1604,-1.245
-90.75,41.75,1605,-4.156
-90.75,41.75,1606,-1.782
-90.75,41.75,1607,-0.364
-90.75,41.75,1608,-2.27
-90.75,41.75,1609,-3.738
-90.75,41.75,1610,-2.856
-90.75,41.75,1611,-0.322
-90.75,41.75,1612,-1.042
-90.75,41.75,1613,-2.006
-90.75,41.75,1614,-2.225
-90.75,41.75,1615,-2.315
-90.75,41.75,1616,-3.057
-90.75,41.75,1617,-2.83
-90.75,41.75,1618,-1.803
-90.75,41.75,1619,1.785
-90.75,41.75,1620,3.481
-90.75,41.75,1621,2.51
-90.75,41.75,1622,1.546
-90.75,41.75,1623,-0.061
-90.75,41.75,1624,-1.515
-90.75,41.75,1625,1.99
-90.75,41.75,1626,2.706
-90.75,41.75,1627,-2.838
-90.75,41.75,1628,-1.356
-90.75,41.75,1629,-3.656
-90.75,41.75,1630,-1.585
-90.75,41.75,1631,-0.441
-90.75,41.75,1632,-3.278
-90.75,41.75,1633,-2.377
-90.75,41.75,1634,-3.207
-90.75,41.75,1635,-2.924
-90.75,41.75,1636,0.722
-90.75,41.75,1637,2.721
-90.75,41.75,1638,1.928
-90.75,41.75,1639,2.696
-90.75,41.75,1640,0.151
-90.75,41.75,1641,1.414
-90.75,41.75,1642,2.889
-90.75,41.75,1643,0.952
-90.75,41.75,1644,-0.635
-90.75,41.75,1645,-1.493
-90.75,41.75,1646,-2.321
-90.75,41.75,1647,0.539
-90.75,41.75,1648,-0.729
-90.75,41.75,1649,1.828
-90.75,41.75,1650,-2.623
-90.75,41.75,1651,0.905
-90.75,41.75,1652,1.382
-90.75,41.75,1653,2.28
-90.75,41.75,1654,1.664
-90.75,41.75,1655,-1.407
-90.75,41.75,1656,-0.836
-90.75,41.75,1657,-2.132
-90.75,41.75,1658,-3.67
-90.75,41.75,1659,-1.879
-90.75,41.75,1660,-0.044
-90.75,41.75,1661,-0.96
-90.75,41.75,1662,-0.538
-90.75,41.75,1663,-0.104
-90.75,41.75,1664,-2.564
-90.75,41.75,1665,-4.296
-90.75,41.75,1666,-2.627
-90.75,41.75,1667,-1.772
-90.75,41.75,1668,-1.458
-90.75,41.75,1669,2.514
-90.75,41.75,1670,-2.06
-90.75,41.75,1671,-0.292
-90.75,41.75,1672,0.897
-90.75,41.75,1673,0.879
-90.75,41.75,1674,0.491
-90.75,41.75,1675,1.255
-90.75,41.75,1676,1.527
-90.75,41.75,1677,1.559
-90.75,41.75,1678,2.757
-90.75,41.75,1679,1.753
-90.75,41.75,1680,-0.024
-90.75,41.75,1681,-0.009
-90.75,41.75,1682,-0.891
-90.75,41.75,1683,0.996
-90.75,41.75,1684,2.129
-90.75,41.75,1685,-0.751
-90.75,41.75,1686,0.5
-90.75,41.75,1687,0.373
-90.75,41.75,1688,0.423
-90.75,41.75,1689,-2.115
-90.75,41.75,1690,1.931
-90.75,41.75,1691,0.465
-90.75,41.75,1692,-0.169
-90.75,41.75,1693,-1.332
-90.75,41.75,1694,2.975
-90.75,41.75,1695,2.022
-90.75,41.75,1696,-1.04
-90.75,41.75,1697,-3.186
-90.75,41.75,1698,-3.83
-90.75,41.75,1699,-2.101
-90.75,41.75,1700,-0.148
-90.75,41.75,1701,0.973
-90.75,41.75,1702,-1.751
-90.75,41.75,1703,-1.854
-90.75,41.75,1704,-2.758
-90.75,41.75,1705,-1.92
-90.75,41.75,1706,0.23
-90.75,41.75,1707,2.427
-90.75,41.75,1708,-1.274
-90.75,41.75,1709,1.015
-90.75,41.75,1710,0.255
-90.75,41.75,1711,0.89
-90.75,41.75,1712,0.299
-90.75,41.75,1713,0.444
-90.75,41.75,1714,0.853
-90.75,41.75,1715,2.352
-90.75,41.75,1716,1.581
-90.75,41.75,1717,-0.233
-90.75,41.75,1718,-3.345
-90.75,41.75,1719,-0.122
-90.75,41.75,1720,0.184
-90.75,41.75,1721,-3.401
-90.75,41.75,1722,0.093
-90.75,41.75,1723,0.961
-90.75,41.75,1724,-2.821
-90.75,41.75,1725,-0.366
-90.75,41.75,1726,0.847
-90.75,41.75,1727,0.9
-90.75,41.75,1728,0.377
-90.75,41.75,1729,1.731
-90.75,41.75,1730,1.278
-90.75,41.75,1731,-0.569
-90.75,41.75,1732,2.799
-90.75,41.75,1733,1.193
-90.75,41.75,1734,-1.298
-90.75,41.75,1735,-1.341
-90.75,41.75,1736,-4.899
-90.75,41.75,1737,-2.488
-90.75,41.75,1738,0.631
-90.75,41.75,1739,0.672
-90.75,41.75,1740,0.944
-90.75,41.75,1741,1.371
-90.75,41.75,1742,-0.899
-90.75,41.75,1743,-3.408
-90.75,41.75,1744,-2.63
-90.75,41.75,1745,2.544
-90.75,41.75,1746,0.65
-90.75,41.75,1747,1.403
-90.75,41.75,1748,-1.124
-90.75,41.75,1749,-1.807
-90.75,41.75,1750,1.081
-90.75,41.75,1751,0.45
-90.75,41.75,1752,-2.087
-90.75,41.75,1753,-3.106
-90.75,41.75,1754,0.415
-90.75,41.75,1755,0.142
-90.75,41.75,1756,1.645
-90.75,41.75,1757,-1.44
-90.75,41.75,1758,-1.315
-90.75,41.75,1759,0.826
-90.75,41.75,1760,-0.971
-90.75,41.75,1761,1.1
-90.75,41.75,1762,1.238
-90.75,41.75,1763,0.955
-90.75,41.75,1764,1.712
-90.75,41.75,1765,0.311
-90.75,41.75,1766,3.09
-90.75,41.75,1767,0.657
-90.75,41.75,1768,1.332
-90.75,41.75,1769,2.397
-90.75,41.75,1770,0.353
-90.75,41.75,1771,-0.736
-90.75,41.75,1772,-4.098
-90.75,41.75,1773,-3.67
-90.75,41.75,1774,-1.859
-90.75,41.75,1775,1.968
-90.75,41.75,1776,-0.365
-90.75,41.75,1777,0.725
-90.75,41.75,1778,-0.354
-90.75,41.75,1779,1.615
-90.75,41.75,1780,0.571
-90.75,41.75,1781,4.186
-90.75,41.75,1782,2.159
-90.75,41.75,1783,0.291
-90.75,41.75,1784,-0.545
-90.75,41.75,1785,-1.409
-90.75,41.75,1786,-0.781
-90.75,41.75,1787,0.62
-90.75,41.75,1788,0.746
-90.75,41.75,1789,-1.093
-90.75,41.75,1790,-0.408
-90.75,41.75,1791,-1.238
-90.75,41.75,1792,-0.106
-90.75,41.75,1793,1.471
-90.75,41.75,1794,0.954
-90.75,41.75,1795,2.143
-90.75,41.75,1796,0.437
-90.75,41.75,1797,2.272
-90.75,41.75,1798,0.008
-90.75,41.75,1799,-2.361
-90.75,41.75,1800,-5.525
-90.75,41.75,1801,-2.283
-90.75,41.75,1802,2.915
-90.75,41.75,1803,-2.183
-90.75,41.75,1804,-1.054
-90.75,41.75,1805,1.867
-90.75,41.75,1806,1.428
-90.75,41.75,1807,2.086
-90.75,41.75,1808,-0.563
-90.75,41.75,1809,-1.932
-90.75,41.75,1810,-0.243
-90.75,41.75,1811,1.601
-90.75,41.75,1812,-0.423
-90.75,41.75,1813,-0.896
-90.75,41.75,1814,2.822
-90.75,41.75,1815,1.423
-90.75,41.75,1816,-4.249
-90.75,41.75,1817,-0.551
-90.75,41.75,1818,-1.275
-90.75,41.75,1819,-1.013
-90.75,41.75,1820,-3.776
-90.75,41.75,1821,-3.616
-90.75,41.75,1822,-0.694
-90.75,41.75,1823,-1.224
-90.75,41.75,1824,0.346
-90.75,41.75,1825,-0.462
-90.75,41.75,1826,-1.364
-90.75,41.75,1827,0.992
-90.75,41.75,1828,2.474
-90.75,41.75,1829,-3.14
-90.75,41.75,1830,-0.114
-90.75,41.75,1831,0.781
-90.75,41.75,1832,0.961
-90.75,41.75,1833,1.476
-90.75,41.75,1834,0.412
-90.75,41.75,1835,0.908
-90.75,41.75,1836,0.041
-90.75,41.75,1837,1.316
-90.75,41.75,1838,-1.939
-90.75,41.75,1839,-3.143
-90.75,41.75,1840,0.5
-90.75,41.75,1841,-0.308
-90.75,41.75,1842,0.561
-90.75,41.75,1843,0.453
-90.75,41.75,1844,1.588
-90.75,41.75,1845,0.197
-90.75,41.75,1846,-1.5
-90.75,41.75,1847,-1.53
-90.75,41.75,1848,-1.85
-90.75,41.75,1849,0.611
-90.75,41.75,1850,-0.466
-90.75,41.75,1851,3.324
-90.75,41.75,1852,0.716
-90.75,41.75,1853,0.041
-90.75,41.75,1854,2.292
-90.75,41.75,1855,-0.92
-90.75,41.75,1856,-2.583
-90.75,41.75,1857,-2.941
-90.75,41.75,1858,-0.739
-90.75,41.75,1859,1.009
-90.75,41.75,1860,-1.721
-90.75,41.75,1861,-0.26
-90.75,41.75,1862,3.14
-90.75,41.75,1863,-0.002
-90.75,41.75,1864,-1.778
-90.75,41.75,1865,-1.515
-90.75,41.75,1866,0.64
-90.75,41.75,1867,0.159
-90.75,41.75,1868,-1.178
-90.75,41.75,1869,3.031
-90.75,41.75,1870,-2.194
-90.75,41.75,1871,-2.702
-90.75,41.75,1872,-0.033
-90.75,41.75,1873,-0.725
-90.75,41.75,1874,-4.386
-90.75,41.75,1875,-1.069
-90.75,41.75,1876,0.648
-90.75,41.75,1877,0.698
-90.75,41.75,1878,1.304
-90.75,41.75,1879,0.484
-90.75,41.75,1880,1.132
-90.75,41.75,1881,1.556
-90.75,41.75,1882,4.067
-90.75,41.75,1883,3.201
-90.75,41.75,1884,2.325
-90.75,41.75,1885,3.121
-90.75,41.75,1886,0.038
-90.75,41.75,1887,-3.102
-90.75,41.75,1888,-0.678
-90.75,41.75,1889,2.092
-90.75,41.75,1890,-0.405
-90.75,41.75,1891,-0.921
-90.75,41.75,1892,3.496
-90.75,41.75,1893,0.934
-90.75,41.75,1894,-3.737
-90.75,41.75,1895,-5.418
-90.75,41.75,1896,-0.508
-90.75,41.75,1897,3.269
-90.75,41.75,1898,1.969
-90.75,41.75,1899,-0.081
-90.75,41.75,1900,-1.775
-90.75,41.75,1901,-2.757
-90.75,41.75,1902,1.181
-90.75,41.75,1903,3.721
-90.75,41.75,1904,3.269
-90.75,41.75,1905,1.51
-90.75,41.75,1906,-0.089
-90.75,41.75,1907,2.928
-90.75,41.75,1908,2.937
-90.75,41.75,1909,2.947
-90.75,41.75,1910,-1.779
-90.75,41.75,1911,-3.73
-90.75,41.75,1912,2.057
-90.75,41.75,1913,-0.109
-90.75,41.75,1914,-3.458
-90.75,41.75,1915,2.023
-90.75,41.75,1916,3.462
-90.75,41.75,1917,1.332
-90.75,41.75,1918,-2.04
-90.75,41.75,1919,-0.665
-90.75,41.75,1920,0.295
-90.75,41.75,1921,-0.247
-90.75,41.75,1922,0.4
-90.75,41.75,1923,-0.15
-90.75,41.75,1924,3.346
-90.75,41.75,1925,-0.925
-90.75,41.75,1926,-2.298
-90.75,41.75,1927,0.996
-90.75,41.75,1928,3.725
-90.75,41.75,1929,0.62
-90.75,41.75,1930,-0.899
-90.75,41.75,1931,-4.382
-90.75,41.75,1932,0.408
-90.75,41.75,1933,-0.086
-90.75,41.75,1934,-5.734
-90.75,41.75,1935,2.217
-90.75,41.75,1936,-1.878
-90.75,41.75,1937,-0.576
-90.75,41.75,1938,0.945
-90.75,41.75,1939,-1.153
-90.75,41.75,1940,-3.741
-90.75,41.75,1941,-1.687
-90.75,41.75,1942,1.788
-90.75,41.75,1943,0.849
-90.75,41.75,1944,-0.237
-90.75,41.75,1945,3.208
-90.75,41.75,1946,0.112
-90.75,41.75,1947,1.213
-90.75,41.75,1948,-2.497
-90.75,41.75,1949,-0.482
-90.75,41.75,1950,1.237
-90.75,41.75,1951,3.684
-90.75,41.75,1952,2.227
-90.75,41.75,1953,1.146
-90.75,41.75,1954,-1.437
-90.75,41.75,1955,-0.516
-90.75,41.75,1956,-3.833
-90.75,41.75,1957,0.394
-90.75,41.75,1958,1.058
-90.75,41.75,1959,-0.419
-90.75,41.75,1960,1.396
-90.75,41.75,1961,1.182
-90.75,41.75,1962,2.008
-90.75,41.75,1963,-1.844
-90.75,41.75,1964,-0.991
-90.75,41.75,1965,0.56
-90.75,41.75,1966,-0.144
-90.75,41.75,1967,-1.723
-90.75,41.75,1968,-1.947
-90.75,41.75,1969,1.477
-90.75,41.75,1970,-0.456
-90.75,41.75,1971,-1.664
-90.75,41.75,1972,-1.374
-90.75,41.75,1973,3.099
-90.75,41.75,1974,3.878
-90.75,41.75,1975,3.089
-90.75,41.75,1976,1.34
-90.75,41.75,1977,-4.749
-90.75,41.75,1978,1.587
-90.75,41.75,1979,0.55
-90.75,41.75,1980,0.137
-90.75,41.75,1981,1.314
-90.75,41.75,1982,2.509
-90.75,41.75,1983,0
-90.75,41.75,1984,0.606
-90.75,41.75,1985,-1.605
-90.75,41.75,1986,1.469
-90.75,41.75,1987,-1.02
-90.75,41.75,1988,-3.829
-90.75,41.75,1989,-4.478
-90.75,41.75,1990,3.263
-90.75,41.75,1991,-1.356
-90.75,41.75,1992,0.247
-90.75,41.75,1993,6.405
-90.75,41.75,1994,0.585
-90.75,41.75,1995,0.714
-90.75,41.75,1996,1.273
-90.75,41.75,1997,0.281
-90.75,41.75,1998,2.07
-90.75,41.75,1999,2.136
-90.75,41.75,2000,1.14
-90.75,41.75,2001,0.743
-90.75,41.75,2002,1.823
-90.75,41.75,2003,-0.842
-90.75,41.75,2004,1.406
-90.75,41.75,2005,-2.041
-90.75,42.25,1600,-0.898
-90.75,42.25,1601,1.826
-90.75,42.25,1602,0.948
-90.75,42.25,1603,0.307
-90.75,42.25,1604,-1.234
-90.75,42.25,1605,-4.188
-90.75,42.25,1606,-1.822
-90.75,42.25,1607,-0.605
-90.75,42.25,1608,-2.137
-90.75,42.25,1609,-3.296
-90.75,42.25,1610,-2.497
-90.75,42.25,1611,-0.491
-90.75,42.25,1612,-1.108
-90.75,42.25,1613,-2.196
-90.75,42.25,1614,-2.198
-90.75,42.25,1615,-2.409
-90.75,42.25,1616,-2.968
-90.75,42.25,1617,-2.564
-90.75,42.25,1618,-1.618
-90.75,42.25,1619,1.867
-90.75,42.25,1620,3.189
-90.75,42.25,1621,2.559
-90.75,42.25,1622,1.703
-90.75,42.25,1623,-0.105
-90.75,42.25,1624,-1.615
-90.75,42.25,1625,2.054
-90.75,42.25,1626,2.32
-90.75,42.25,1627,-2.559
-90.75,42.25,1628,-0.93
-90.75,42.25,1629,-3.521
-90.75,42.25,1630,-2.002
-90.75,42.25,1631,-0.859
-90.75,42.25,1632,-3.304
-90.75,42.25,1633,-2.38
-90.75,42.25,1634,-3.133
-90.75,42.25,1635,-2.978
-90.75,42.25,1636,0.525
-90.75,42.25,1637,2.577
-90.75,42.25,1638,1.97
-90.75,42.25,1639,2.814
-90.75,42.25,1640,0.165
-90.75,42.25,1641,1.411
-90.75,42.25,1642,2.863
-90.75,42.25,1643,1.166
-90.75,42.25,1644,-0.232
-90.75,42.25,1645,-1.451
-90.75,42.25,1646,-2.245
-90.75,42.25,1647,0.367
-90.75,42.25,1648,-0.639
-90.75,42.25,1649,1.548
-90.75,42.25,1650,-2.448
-90.75,42.25,1651,0.734
-90.75,42.25,1652,1.514
-90.75,42.25,1653,1.887
-90.75,42.25,1654,1.581
-90.75,42.25,1655,-1.177
-90.75,42.25,1656,-0.623
-90.75,42.25,1657,-2.023
-90.75,42.25,1658,-3.577
-90.75,42.25,1659,-1.921
-90.75,42.25,1660,-0.095
-90.75,42.25,1661,-1.316
-90.75,42.25,1662,-0.655
-90.75,42.25,1663,-0.09
-90.75,42.25,1664,-2.547
-90.75,42.25,1665,-4.303
-90.75,42.25,1666,-2.82
-90.75,42.25,1667,-2.087
-90.75,42.25,1668,-1.848
-90.75,42.25,1669,2.053
-90.75,42.25,1670,-1.955
-90.75,42.25,1671,-0.335
-90.75,42.25,1672,0.774
-90.75,42.25,1673,0.603
-90.75,42.25,1674,0.215
-90.75,42.25,1675,1.404
-90.75,42.25,1676,1.889
-90.75,42.25,1677,2.012
-90.75,42.25,1678,3.415
-90.75,42.25,1679,2.491
-90.75,42.25,1680,-0.061
-90.75,42.25,1681,-0.031
-90.75,42.25,1682,-1.064
-90.75,42.25,1683,0.912
-90.75,42.25,1684,2.317
-90.75,42.25,1685,-0.552
-90.75,42.25,1686,0.666
-90.75,42.25,1687,0.7
-90.75,42.25,1688,0.484
-90.75,42.25,1689,-1.869
-90.75,42.25,1690,1.911
-90.75,42.25,1691,0.578
